record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
1642,"yyf4kbm3d8w689wf",29apr2025 15:23:00,5,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,36,2,2,0,1,0,1,"",0,1,0,2,2,2,2,2,2,2,2,2,,1,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,,3,0,0,0,1,0,4,4,7,3,4,0,0,0,0,1,1,3,2,1,,2,3,6,1,2,1,2,2,2,2,0,0,0,0,1,1,0,0,3,3,1,2,5,1,0,0,0,0,1,,"",4,"",3,1,1,1,4,1,3,3,1,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,3,3,2,1,0,0,0,0,0,0,0,0,1,,3,13,1,3,2,0,0,0,0,0,0,1,,2,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90222",1,2190.3,6,6,29apr2025 14:46:00,"english",1.108238
1663,"pazxbd91kw6fefe4",29apr2025 15:05:00,2,1,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,24,2,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,0,0,1,1,0,0,,1,0,3,4,1,4,,0,1,0,0,0,2,1,5,3,3,0,0,0,0,1,1,3,1,5,1,,2,2,4,3,3,2,2,3,2,1,0,0,0,1,1,0,0,4,3,3,3,3,0,0,0,0,1,1,3,"",,"",3,1,4,2,2,4,4,3,2,1,3,,,,,,,,"",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,2,2,0,0,0,0,0,0,0,0,1,,3,5,1,1,1,1,0,0,0,0,0,0,1,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33032",8,453.19,1,2,29apr2025 14:56:00,"english",.8266099
1669,"d8tjthg136vw4tz0",29apr2025 15:31:00,6,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,24,2,1,1,0,0,3,"",1,0,0,2,2,2,2,3,2,2,2,2,1,,1,0,0,0,0,0,0,0,1,0,0,,0,5,5,5,3,,0,0,0,1,0,3,3,5,1,4,0,0,0,0,1,2,2,1,1,2,,4,4,3,1,1,3,2,2,2,0,0,0,0,0,1,1,0,3,4,3,2,3,0,0,0,0,1,5,3,"",,"",2,2,2,3,3,4,4,2,1,2,3,,,,,,,,"",,1,1,1,1,1,0,1,1,1,1,1,0,1,0,2,3,1,2,1,0,0,0,0,0,0,0,0,1,,1,9,2,3,4,1,0,0,0,0,0,0,,3,,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90002",1,1834.8,6,6,29apr2025 14:58:00,"spanish",1.523827
1684,"9x699m5nh4vf7ad1",29apr2025 15:14:00,3,1,2,0,1,0,0,0,0,0,14,"",2,5,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,18,2,1,1,0,0,5,"",1,0,0,3,1,1,1,1,2,1,1,1,4,,1,0,0,1,1,1,0,0,1,0,0,,0,5,5,5,4,,1,0,0,0,0,3,3,4,2,4,0,0,0,0,1,1,1,1,1,3,,4,1,2,2,2,3,2,2,3,0,0,1,1,1,0,0,0,1,2,3,2,3,1,0,0,0,0,1,3,"",,"",3,2,1,1,2,5,4,1,1,2,2,1,0,0,0,0,0,0,"",2,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,,,1,1,0,0,1,0,1,0,0,1,2,8,1,2,2,0,1,0,0,0,0,0,,3,,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","95050",8,701.09,1,2,29apr2025 15:02:00,"spanish",.8101339
1697,"e12nbaz4ab8zxp7c",09may2025 15:09:00,4,1,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,3,1,5,24,2,1,1,0,0,1,"",1,0,0,2,1,1,2,1,2,1,2,1,4,,2,1,0,0,0,0,0,0,1,1,0,,0,5,5,5,2,,0,1,1,0,0,2,1,6,1,4,0,0,0,0,1,2,2,2,2,3,,4,4,1,2,3,3,3,2,2,1,0,0,1,1,0,0,0,4,1,2,2,3,0,0,0,0,1,4,3,"",,"",4,2,1,1,1,5,5,1,2,3,2,0,0,0,0,0,1,0,"",1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,4,3,2,2,0,0,0,0,1,0,1,0,0,1,2,5,2,3,1,0,1,0,1,1,0,0,,2,2,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","78028",1,1811.06,6,6,29apr2025 15:08:00,"spanish",1.352634
1713,"94z0ugpjhpwjm1nz",29apr2025 15:42:00,5,1,2,0,1,0,0,0,0,0,7,"",4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,3,1,2,22,2,1,1,0,0,4,"",1,0,0,3,2,3,2,3,3,3,2,2,1,,1,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,3,,0,0,0,0,1,2,2,7,1,4,0,0,0,0,1,1,1,2,2,2,,1,4,4,3,3,3,2,2,2,0,1,0,0,0,0,0,0,1,4,3,2,3,0,0,0,0,1,4,3,"",,"",2,1,2,2,4,5,5,4,4,1,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,,,0,0,0,0,0,0,0,0,1,,3,7,2,3,2,0,0,0,0,1,1,0,,2,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","23188",6,1778.6,1,2,29apr2025 15:11:00,"spanish",.8840747
1732,"zda8zfv5pazghj14",29apr2025 15:31:00,4,1,2,0,1,0,0,0,0,0,9,"",3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,1,1,41,1,2,0,1,0,8,"Better life",0,1,0,2,2,2,2,2,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,,0,1,3,3,3,,3,0,0,0,0,1,2,1,7,1,1,0,0,0,0,1,3,4,1,5,,1,3,2,4,2,2,2,2,2,2,0,1,0,0,0,1,1,0,4,1,1,1,1,0,0,0,0,1,3,,"",3,"",3,3,4,5,5,5,5,4,4,1,3,,,,,,,,"",,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,2,3,1,0,0,0,0,0,0,0,0,1,,3,7,2,1,4,1,0,0,0,0,0,0,1,2,1,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","10452",8,828.51,1,2,29apr2025 15:17:00,"english",1.115923
1762,"pg0emvzdu3zym17q",29apr2025 15:49:00,4,2,2,0,1,0,0,0,0,0,17,"",3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,3,1,1,46,2,2,0,1,0,6,"",0,1,0,2,2,2,2,3,2,2,2,2,,3,2,0,0,0,0,0,0,0,0,1,,0,0,3,2,2,,3,0,0,0,1,0,4,1,6,3,5,0,0,1,0,0,1,1,2,3,,2,1,4,3,2,2,2,2,2,2,0,0,0,0,1,0,0,0,4,3,3,3,5,0,0,0,0,1,5,,"",3,"",3,3,4,2,3,4,3,4,4,1,3,,,,,,,,"",,1,1,0,1,1,0,1,0,0,1,1,1,1,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,3,7,1,3,4,1,0,0,0,0,0,0,2,1,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","11720",8,1059.93,1,1,29apr2025 15:31:00,"english",1.04491
1763,"dknzgyubjn9jtbfd",29apr2025 15:46:00,2,1,2,0,1,0,0,0,0,0,7,"",4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,6,3,1,16,1,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,1,0,0,0,0,0,0,0,0,1,,0,0,3,4,3,3,,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,1,1,3,2,1,,1,5,4,1,1,1,1,1,1,0,0,0,0,0,1,1,0,3,4,3,1,1,0,1,0,0,0,4,1,"",,"",2,1,3,4,2,5,5,4,4,3,3,,,,,,,,"",,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,0,0,0,0,0,0,0,1,,2,7,1,2,2,1,0,0,0,0,0,0,1,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","14222",6,755.54,1,2,29apr2025 15:31:00,"english",.9017563
1793,"y0246jn1dd0vqe7h",29apr2025 16:02:00,3,2,2,0,1,0,0,0,0,0,10,"",2,22,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,31,2,1,1,1,0,3,"",1,0,0,3,3,3,3,2,2,2,2,3,1,,1,0,1,0,0,0,0,0,1,0,,0,0,2,3,3,3,,1,0,0,0,0,4,2,3,2,3,0,0,0,0,1,3,1,2,3,2,,4,21,3,2,2,3,2,2,2,1,0,0,0,1,0,0,0,2,3,3,1,5,0,0,0,0,1,3,8,"sur global.",,"",3,2,3,4,2,3,5,4,4,3,3,,,,,,,,"",,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,1,2,3,0,0,1,1,0,0,0,0,0,4,3,1,3,2,4,1,0,0,0,0,0,0,1,3,,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","02141",6,1052.33,1,2,29apr2025 15:43:00,"spanish",.8443718
1814,"pqk93skm0g6xz0jm",29apr2025 16:27:00,3,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,13,2,2,0,1,0,2,"",0,1,0,2,2,2,2,2,2,1,1,2,,3,2,0,0,0,0,0,0,1,0,0,,0,0,4,5,2,,4,0,0,0,1,0,2,1,5,2,3,0,0,0,0,1,3,1,1,2,,2,1,4,3,2,2,2,2,2,2,0,0,1,0,0,1,1,0,4,5,4,1,4,0,0,0,0,1,5,,"",4,"",3,3,2,1,4,5,3,4,3,1,3,,,,,,,,"",,1,1,0,1,1,0,0,0,0,1,1,0,1,0,3,2,2,2,1,0,0,0,0,0,0,0,0,1,,3,10,1,2,1,1,0,0,0,0,0,0,1,2,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92243",8,2059.53,1,1,29apr2025 15:50:00,"spanish",.7316523
1842,"5gftvx5w3ub75pme",29apr2025 16:13:00,2,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,16,2,2,0,1,0,1,"",0,1,0,2,2,2,2,2,2,2,2,2,,3,1,0,0,0,0,0,0,0,0,0,0,,1,5,3,1,,1,1,0,0,0,0,2,1,5,3,3,0,0,0,0,1,1,1,1,3,,2,3,3,4,2,2,2,2,2,2,1,0,0,0,1,0,1,0,3,3,4,3,2,0,1,0,0,0,3,,"",4,"",2,1,2,3,2,3,3,3,2,1,3,,,,,,,,"",,1,1,0,1,1,0,0,0,1,1,1,0,1,0,3,3,0,,,0,0,1,0,0,1,0,0,0,2,3,1,1,2,1,1,0,0,0,0,0,0,,1,1,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92595",8,976.38,1,2,29apr2025 15:56:00,"english",1.183555
1851,"12kbs89gaczgb0qh",29apr2025 16:10:00,4,1,2,0,1,0,0,0,0,0,14,"",2,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,38,2,1,1,0,0,6,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,,0,1,5,2,5,2,,0,0,0,1,0,3,2,3,3,2,0,0,0,0,1,3,1,1,4,2,,2,1,4,2,2,2,2,2,2,0,0,0,0,0,0,1,0,2,2,3,2,2,0,0,0,0,1,4,3,"",,"",3,1,3,3,4,5,5,4,4,1,3,,,,,,,,"",,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,2,2,1,0,0,0,0,0,0,0,0,1,,3,5,1,4,2,0,0,0,0,1,0,0,1,1,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","33176",8,736.22,1,1,29apr2025 15:58:00,"english",.991932
1866,"knjtma4myfgq7w8b",29apr2025 16:14:00,4,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,21,2,2,0,1,0,1,"",0,1,0,2,2,2,2,2,2,2,2,2,,4,2,0,1,0,1,1,1,1,0,0,1,,0,2,2,2,,1,1,1,0,0,0,1,1,6,1,1,0,0,0,0,1,1,1,1,1,,1,1,4,4,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,2,,"",4,"",1,1,2,2,2,5,5,3,2,1,3,,,,,,,,"",,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,1,,2,10,1,1,2,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","90006",8,643.39,1,2,29apr2025 16:02:00,"english",1.075959
1873,"u2wta3bvvct6d1y6",29apr2025 16:32:00,3,1,2,0,1,0,0,0,0,0,13,"",1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,2,1,12,2,1,1,0,0,1,"",1,0,0,3,2,2,2,2,2,3,2,2,1,,1,0,0,0,0,0,0,0,0,1,,1,0,2,3,4,3,,0,0,0,1,0,1,1,6,2,2,0,0,0,0,1,3,3,3,5,1,,4,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,0,2,2,1,3,2,0,0,0,0,1,3,9,"",,"",2,3,4,2,5,3,3,3,3,2,3,,,,,,,,"",,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,,,0,0,0,0,0,0,0,0,1,,4,6,2,2,4,0,0,0,0,0,0,1,1,3,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","11239",1,1295.61,6,6,29apr2025 16:04:00,"english",.8094164
1888,"qvs11km8n8bbxbe8",29apr2025 16:26:00,5,2,2,0,1,0,0,0,0,0,8,"",5,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,16,1,2,0,1,0,1,"",0,1,0,3,3,3,3,3,3,3,3,3,,1,4,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,0,0,0,0,1,3,3,4,3,4,0,0,0,0,1,3,3,2,1,,3,4,1,4,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,5,3,2,4,0,0,0,1,0,3,,"",3,"",4,2,1,1,3,4,3,2,2,1,3,,,,,,,,"",,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,,,0,0,0,0,0,0,0,0,1,,3,7,1,2,1,0,0,0,0,0,0,1,1,3,,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","32601",8,853.56,5,6,29apr2025 16:11:00,"english",.8795539
1907,"9smbe1krt1sake70",29apr2025 16:43:00,2,1,2,0,1,0,0,0,0,0,1,"",3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,6,3,2,14,1,1,1,0,0,2,"",1,0,0,2,2,2,2,2,2,3,2,2,2,,1,0,0,0,0,0,0,0,0,1,0,,0,5,4,5,5,,0,0,0,1,0,2,1,5,2,4,0,0,0,0,1,2,2,4,2,1,,1,3,4,1,2,2,2,2,2,0,0,0,0,0,1,0,0,3,4,4,1,3,0,0,0,1,0,5,1,"",,"",1,1,3,3,2,5,4,3,4,2,3,,,,,,,,"",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,1,,3,10,1,2,2,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","19104",8,814.44,5,6,29apr2025 16:29:00,"english",.9041674
1943,"4ah3suy19pmw5m7e",29apr2025 17:00:00,6,2,2,1,1,0,0,0,0,0,19,"",6,26,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,70,2,2,0,1,0,6,"",0,1,0,2,3,2,3,3,2,3,3,3,,1,2,0,0,0,0,0,0,0,1,1,0,,0,5,5,5,,5,1,0,0,0,0,3,2,5,3,4,0,0,0,0,1,1,4,2,2,,3,3,6,2,2,3,3,3,2,2,1,0,0,1,1,0,0,0,4,5,5,1,3,0,1,0,1,0,5,,"",1,"",2,2,2,1,2,4,4,4,4,3,3,,,,,,,,"",,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,3,2,1,4,0,0,1,0,0,0,0,0,0,1,3,1,2,2,4,1,0,0,0,0,0,0,,2,1,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","64130",6,1179.2,1,2,29apr2025 16:40:00,"english",1.034769
1944,"z50szzep8ushhm54",29apr2025 17:08:00,4,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,28,2,1,1,0,0,6,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,,1,5,2,2,1,,1,1,0,0,0,2,1,7,1,3,0,0,0,0,1,3,1,1,1,2,,3,6,4,2,2,2,2,2,2,0,0,0,0,0,0,1,0,2,5,5,1,4,0,0,0,0,1,2,4,"",,"",2,1,3,3,4,3,4,4,4,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,,,0,0,0,0,0,0,0,0,1,,3,4,1,4,4,0,0,0,0,0,1,0,,4,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93280",1,1606.32,6,6,29apr2025 16:41:00,"spanish",1.108238
1975,"3qyfc3tx42fd224w",29apr2025 17:35:00,5,1,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,2,1,4,35,2,2,0,1,0,3,"",0,1,0,2,2,2,2,2,2,2,2,2,,2,4,0,0,0,0,0,0,0,0,0,0,,1,5,3,3,,2,1,0,0,0,0,2,1,6,2,2,0,0,0,0,1,3,1,2,2,,2,3,2,3,2,2,2,2,2,2,0,0,1,0,0,0,0,0,4,3,1,1,2,0,0,0,0,1,4,,"",4,"",3,2,2,2,3,3,3,3,3,1,2,0,0,0,0,0,1,0,"",2,1,1,0,1,1,0,0,0,0,0,1,1,1,0,3,3,2,2,3,0,0,0,0,1,0,1,0,0,4,2,4,3,2,4,0,0,0,0,0,0,1,,3,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","76706",1,2106.72,6,6,29apr2025 17:00:00,"spanish",1.352634
1980,"drk3ut55zkb1vucg",29apr2025 17:34:00,6,2,2,0,1,0,0,0,0,0,10,"",2,5,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,25,2,1,1,0,0,5,"",1,0,0,2,2,2,2,3,2,2,2,2,4,,2,0,0,1,0,0,0,0,0,1,,1,0,5,5,5,2,,0,0,1,0,0,1,1,7,2,3,0,0,0,0,1,3,3,2,2,2,,1,8,3,2,2,2,2,2,2,0,1,1,0,1,0,1,0,1,2,3,2,4,1,0,0,0,0,2,3,"",,"",3,2,1,1,2,4,4,3,2,2,3,,,,,,,,"",,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,4,0,,,0,0,0,0,0,0,0,0,1,,3,9,3,3,2,0,0,0,0,1,1,0,1,2,2,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","96028",1,508.2,6,6,29apr2025 17:01:00,"spanish",1.523827
1983,"zyf952ddkw0rnja4",29apr2025 17:40:00,2,1,2,0,1,0,0,0,0,0,7,"",4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,6,3,2,9,2,2,0,1,0,2,"",0,1,0,2,2,2,2,2,2,3,2,2,,3,2,0,0,1,0,0,0,0,0,0,0,,0,2,2,2,,2,0,1,1,0,0,2,1,6,1,2,0,1,0,0,0,1,1,1,2,,2,2,8,3,2,1,1,1,2,2,0,0,1,0,0,1,1,0,3,2,2,1,3,0,0,1,0,0,3,,"",3,"",3,1,3,2,2,4,4,2,2,2,2,0,0,1,0,0,0,0,"",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,2,1,0,1,1,0,0,1,0,0,0,4,1,8,1,1,2,0,0,0,0,1,0,0,,1,2,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","78218",6,2224.07,1,2,29apr2025 17:02:00,"english",.9644452
1999,"w1exjh80nwvtnb8p",29apr2025 17:12:00,4,1,2,0,1,0,0,0,0,0,13,"",1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,6,3,1,40,1,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,1,2,2,2,,2,0,0,0,0,0,0,1,0,0,,0,0,2,3,3,3,,0,0,0,1,0,2,1,6,2,2,0,0,0,0,1,3,4,1,1,2,,1,3,4,2,3,2,2,2,2,0,0,0,0,1,0,0,0,1,3,3,2,2,0,1,0,0,0,3,3,"",,"",3,1,3,2,2,4,4,4,4,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,1,,3,10,1,1,2,0,0,0,0,1,0,0,1,1,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","18917",6,331.53,5,6,29apr2025 17:07:00,"english",.8710146
2036,"6yz4n2w8g5wpps11",29apr2025 17:27:00,2,2,2,0,1,0,0,0,0,0,8,"",5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,5,2,2,6,2,2,0,1,0,5,"",0,1,0,3,2,3,1,2,1,1,2,3,,2,1,0,0,1,0,0,0,0,0,0,0,,0,3,2,1,,5,0,1,0,0,0,1,2,4,2,2,0,1,0,0,0,3,2,3,3,,3,3,4,3,1,1,3,2,2,2,1,0,0,0,0,0,0,0,3,4,4,1,1,1,0,0,0,0,5,,"",7,"",4,2,2,4,2,1,2,3,3,1,2,0,0,0,1,0,0,0,"",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,8,3,3,0,0,1,0,0,0,0,0,0,4,2,4,3,3,2,0,1,0,0,0,0,0,,3,,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","03060",8,286.68,1,1,29apr2025 17:22:00,"spanish",.7525595
